"name","hp","atk","def","spa","spd","spe","weight","height","type1","type2","ability1","ability2","ability3","ability4","Normal_def","Fighting_def","Flying_def","Poison_def","Ground_def","Rock_def","Bug_def","Ghost_def","Steel_def","Fire_def","Water_def","Grass_def","Electric_def","Psychic_def","Ice_def","Dragon_def","Dark_def","Fairy_def"
"Roselia",50,60,45,100,80,65,2,0.3,"Grass","Poison","Leaf Guard","Natural Cure","Poison Point","None",4,2,8,4,4,4,4,4,4,8,2,1,2,8,8,4,4,2
"Roserade",60,70,65,125,105,90,14.5,0.9,"Grass","Poison","Natural Cure","Poison Point","Technician","None",4,2,8,4,4,4,4,4,4,8,2,1,2,8,8,4,4,2
"Rotom",50,50,77,95,77,91,0.3,0.3,"Electric","Ghost","Levitate","None","None","None",0,0,2,2,8,4,2,8,2,4,4,4,2,4,4,4,8,4
"Rotom-Fan",50,65,107,105,107,86,0.3,0.3,"Electric","Flying","Levitate","None","None","None",4,2,2,4,0,8,2,4,2,4,4,2,4,4,8,4,4,4
"Rotom-Frost",50,65,107,105,107,86,0.3,0.3,"Electric","Ice","Levitate","None","None","None",4,8,2,4,8,8,4,4,4,8,4,4,2,4,2,4,4,4
"Rotom-Heat",50,65,107,105,107,86,0.3,0.3,"Electric","Fire","Levitate","None","None","None",4,4,2,4,16,8,2,4,1,2,8,2,2,4,2,4,4,2
"Rotom-Mow",50,65,107,105,107,86,0.3,0.3,"Electric","Grass","Levitate","None","None","None",4,4,4,8,4,4,8,4,2,8,2,2,1,4,8,4,4,4
"Rotom-Wash",50,65,107,105,107,86,0.3,0.3,"Electric","Water","Levitate","None","None","None",4,4,2,4,8,4,4,4,1,2,2,8,4,4,2,4,4,4
"Rowlet",68,55,55,50,50,42,1.5,0.3,"Grass","Flying","Long Reach","Overgrow","None","None",4,2,8,8,0,8,4,4,4,8,2,1,4,4,16,4,4,4
"Rufflet",70,83,50,37,50,60,10.5,0.5,"Normal","Flying","Hustle","Keen Eye","Sheer Force","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Sableye",50,75,75,65,65,50,11,0.5,"Dark","Ghost","Keen Eye","Prankster","Stall","None",0,0,4,2,4,4,4,4,4,4,4,4,4,0,4,4,4,8
"Salamence",95,135,80,110,80,100,102.6,1.5,"Dragon","Flying","Intimidate","Moxie","None","None",4,2,4,4,0,8,2,4,4,2,2,1,4,4,16,8,4,8
"Salandit",48,44,40,71,40,77,4.8,0.6,"Poison","Fire","Corrosion","Oblivious","None","None",4,2,4,2,16,8,1,4,2,2,8,1,4,8,2,4,4,1
"Salazzle",68,64,60,111,60,117,22.2,1.2,"Poison","Fire","Corrosion","Oblivious","None","None",4,2,4,2,16,8,1,4,2,2,8,1,4,8,2,4,4,1
"Samurott",95,100,85,108,70,70,94.6,1.5,"Water","None","Shell Armor","Torrent","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Sandile",50,72,35,35,35,65,15.2,0.7,"Ground","Dark","Anger Point","Intimidate","Moxie","None",4,8,4,2,4,2,8,2,4,4,8,8,0,0,8,4,2,8
"Sandshrew",50,75,85,20,30,40,12,0.6,"Ground","None","Sand Rush","Sand Veil","None","None",4,4,4,2,4,2,4,4,4,4,8,8,0,4,8,4,4,4
"Sandshrew-Alola",50,75,90,10,35,40,40,0.7,"Ice","Steel","Slush Rush","Snow Cloak","None","None",2,16,2,0,8,4,2,4,4,16,4,2,4,2,1,2,4,2
"Sandslash",75,100,110,45,55,65,29.5,1,"Ground","None","Sand Rush","Sand Veil","None","None",4,4,4,2,4,2,4,4,4,4,8,8,0,4,8,4,4,4
"Sandslash-Alola",75,100,120,25,65,65,55,1.2,"Ice","Steel","Slush Rush","Snow Cloak","None","None",2,16,2,0,8,4,2,4,4,16,4,2,4,2,1,2,4,2
"Sandygast",55,55,80,70,45,15,70,0.5,"Ghost","Ground","Sand Veil","Water Compaction","None","None",0,0,4,1,4,2,2,8,4,4,8,8,0,4,8,4,8,4
"Sawk",75,125,75,30,75,85,51,1.4,"Fighting","None","Inner Focus","Mold Breaker","Sturdy","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Sawsbuck",80,100,70,60,70,95,92.5,1.9,"Normal","Grass","Chlorophyll","Sap Sipper","Serene Grace","None",4,8,8,8,2,4,8,0,4,8,2,2,2,4,8,4,4,4
"Scatterbug",38,35,40,27,25,35,2.5,0.3,"Bug","None","Compound Eyes","Friend Guard","Shield Dust","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Sceptile",70,85,65,105,85,120,52.2,1.7,"Grass","None","Overgrow","Unburden","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Scizor",70,130,100,55,80,65,118,1.8,"Bug","Steel","Light Metal","Swarm","Technician","None",2,4,4,0,4,4,2,4,2,16,4,1,4,2,2,2,4,2
"Scolipede",60,100,89,55,69,112,200.5,2.5,"Bug","Poison","Poison Point","Speed Boost","Swarm","None",4,1,8,2,4,8,2,4,4,8,4,1,4,8,4,4,4,2
"Scrafty",65,90,115,45,115,58,30,1.1,"Dark","Fighting","Intimidate","Moxie","Shed Skin","None",4,8,8,4,4,2,4,2,4,4,4,4,4,0,4,4,1,16
"Scraggy",50,75,70,35,70,48,11.8,0.6,"Dark","Fighting","Intimidate","Moxie","Shed Skin","None",4,8,8,4,4,2,4,2,4,4,4,4,4,0,4,4,1,16
"Scyther",70,110,80,55,80,105,56,1.5,"Bug","Flying","Steadfast","Swarm","Technician","None",4,1,8,4,0,16,2,4,4,8,4,1,8,4,8,4,4,4
"Seadra",55,65,95,95,45,85,25,1.2,"Water","None","Damp","Poison Point","Sniper","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Seaking",80,92,65,65,80,68,39,1.3,"Water","None","Lightning Rod","Swift Swim","Water Veil","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Sealeo",90,60,70,75,70,45,87.6,1.1,"Ice","Water","Ice Body","Oblivious","Thick Fat","None",4,8,4,4,4,8,4,4,4,4,2,8,8,4,1,4,4,4
"Seedot",40,40,50,30,30,30,4,0.5,"Grass","None","Chlorophyll","Early Bird","Pickpocket","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Seel",65,45,55,45,70,45,90,1.1,"Water","None","Hydration","Ice Body","Thick Fat","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Seismitoad",105,95,75,85,75,74,62,1.5,"Water","Ground","Poison Touch","Swift Swim","Water Absorb","None",4,4,4,2,4,2,4,4,2,2,4,16,0,4,4,4,4,4
"Sentret",35,46,34,35,45,20,6,0.8,"Normal","None","Frisk","Keen Eye","Run Away","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Serperior",75,75,95,75,95,113,63,3.3,"Grass","None","Contrary","Overgrow","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Servine",60,60,75,60,75,83,16,0.8,"Grass","None","Contrary","Overgrow","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Seviper",73,100,60,100,60,65,52.5,2.7,"Poison","None","Infiltrator","Shed Skin","None","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Sewaddle",45,53,70,40,60,42,2.5,0.3,"Bug","Grass","Chlorophyll","Overcoat","Swarm","None",4,2,16,8,1,8,8,4,4,16,2,1,2,4,8,4,4,4
"Sharpedo",70,120,40,95,40,95,88.8,1.8,"Water","Dark","Rough Skin","Speed Boost","None","None",4,8,4,4,4,4,8,2,2,2,2,8,8,0,2,4,2,8
"Shaymin",100,100,100,100,100,100,2.1,0.2,"Grass","None","Natural Cure","None","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Shaymin-Sky",100,103,75,120,75,127,5.2,0.4,"Grass","Flying","Serene Grace","None","None","None",4,2,8,8,0,8,4,4,4,8,2,1,4,4,16,4,4,4
"Shedinja",1,90,45,30,30,40,1.2,0.8,"Bug","Ghost","Wonder Guard","None","None","None",0,0,8,2,2,8,2,8,4,8,4,2,4,4,4,4,8,4
"Shelgon",65,95,100,60,50,50,110.5,1.1,"Dragon","None","Overcoat","Rock Head","None","None",4,4,4,4,4,4,4,4,4,2,2,2,2,4,8,8,4,8
"Shellder",30,65,100,45,25,40,4,0.3,"Water","None","Overcoat","Shell Armor","Skill Link","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Shellos",76,48,48,57,62,34,6.3,0.3,"Water","None","Sand Force","Sticky Hold","Storm Drain","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Shelmet",50,40,85,40,65,25,7.7,0.4,"Bug","None","Hydration","Overcoat","Shell Armor","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Shieldon",30,42,118,42,88,30,57,0.5,"Rock","Steel","Soundproof","Sturdy","None","None",1,16,1,0,16,2,2,4,4,4,8,4,4,2,2,2,4,2
"Shiftry",90,100,60,90,60,80,59.6,1.3,"Grass","Dark","Chlorophyll","Early Bird","Pickpocket","None",4,8,8,8,2,4,16,2,4,8,2,2,2,0,8,4,2,8
"Shiinotic",60,45,80,90,100,30,11.5,1,"Grass","Fairy","Effect Spore","Illuminate","Rain Dish","None",4,2,8,16,2,4,4,4,8,8,2,2,2,4,8,0,2,4
"Shinx",45,65,34,40,34,45,9.5,0.5,"Electric","None","Guts","Intimidate","Rivalry","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Shroomish",60,40,60,40,60,35,4.5,0.4,"Grass","None","Effect Spore","Poison Heal","Quick Feet","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Shuckle",20,10,230,10,230,5,20.5,0.6,"Bug","Rock","Contrary","Gluttony","Sturdy","None",2,4,4,2,4,8,4,4,8,4,8,4,4,4,4,4,4,4
"Shuppet",44,75,35,63,33,45,2.3,0.6,"Ghost","None","Cursed Body","Frisk","Insomnia","None",0,0,4,2,4,4,2,8,4,4,4,4,4,4,4,4,8,4
"Sigilyph",72,58,80,103,80,97,14,1.4,"Psychic","Flying","Magic Guard","Tinted Lens","Wonder Skin","None",4,1,4,4,0,8,4,8,4,4,4,2,8,2,8,4,8,4
"Silcoon",50,35,55,25,25,15,10,0.6,"Bug","None","Shed Skin","None","None","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Silvally",95,95,95,95,95,95,100.5,2.3,"Normal","None","RKS System","None","None","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Silvally-Bug",95,95,95,95,95,95,100.5,2.3,"Bug","None","RKS System","None","None","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Silvally-Dark",95,95,95,95,95,95,100.5,2.3,"Dark","None","RKS System","None","None","None",4,8,4,4,4,4,8,2,4,4,4,4,4,0,4,4,2,8
"Silvally-Dragon",95,95,95,95,95,95,100.5,2.3,"Dragon","None","RKS System","None","None","None",4,4,4,4,4,4,4,4,4,2,2,2,2,4,8,8,4,8
"Silvally-Electric",95,95,95,95,95,95,100.5,2.3,"Electric","None","RKS System","None","None","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Silvally-Fairy",95,95,95,95,95,95,100.5,2.3,"Fairy","None","RKS System","None","None","None",4,2,4,8,4,4,2,4,8,4,4,4,4,4,4,0,2,4
"Silvally-Fighting",95,95,95,95,95,95,100.5,2.3,"Fighting","None","RKS System","None","None","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Silvally-Fire",95,95,95,95,95,95,100.5,2.3,"Fire","None","RKS System","None","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Silvally-Flying",95,95,95,95,95,95,100.5,2.3,"Flying","None","RKS System","None","None","None",4,2,4,4,0,8,2,4,4,4,4,2,8,4,8,4,4,4
"Silvally-Ghost",95,95,95,95,95,95,100.5,2.3,"Ghost","None","RKS System","None","None","None",0,0,4,2,4,4,2,8,4,4,4,4,4,4,4,4,8,4
"Silvally-Grass",95,95,95,95,95,95,100.5,2.3,"Grass","None","RKS System","None","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Silvally-Ground",95,95,95,95,95,95,100.5,2.3,"Ground","None","RKS System","None","None","None",4,4,4,2,4,2,4,4,4,4,8,8,0,4,8,4,4,4
"Silvally-Ice",95,95,95,95,95,95,100.5,2.3,"Ice","None","RKS System","None","None","None",4,8,4,4,4,8,4,4,8,8,4,4,4,4,2,4,4,4
"Silvally-Poison",95,95,95,95,95,95,100.5,2.3,"Poison","None","RKS System","None","None","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Silvally-Psychic",95,95,95,95,95,95,100.5,2.3,"Psychic","None","RKS System","None","None","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Silvally-Rock",95,95,95,95,95,95,100.5,2.3,"Rock","None","RKS System","None","None","None",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
"Silvally-Steel",95,95,95,95,95,95,100.5,2.3,"Steel","None","RKS System","None","None","None",2,8,2,0,8,2,2,4,2,8,4,2,4,2,2,2,4,2
"Silvally-Water",95,95,95,95,95,95,100.5,2.3,"Water","None","RKS System","None","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Simipour",75,98,63,98,63,101,29,1,"Water","None","Gluttony","Torrent","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Simisage",75,98,63,98,63,101,30.5,1.1,"Grass","None","Gluttony","Overgrow","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Simisear",75,98,63,98,63,101,28,1,"Fire","None","Blaze","Gluttony","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Skarmory",65,80,140,40,70,70,50.5,1.7,"Steel","Flying","Keen Eye","Sturdy","Weak Armor","None",2,4,2,0,0,4,1,4,2,8,4,1,8,2,4,2,4,2
"Skiddo",66,65,48,62,57,52,31,0.9,"Grass","None","Grass Pelt","Sap Sipper","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Skiploom",55,45,50,45,65,80,1,0.6,"Grass","Flying","Chlorophyll","Infiltrator","Leaf Guard","None",4,2,8,8,0,8,4,4,4,8,2,1,4,4,16,4,4,4
"Skitty",50,45,45,35,35,50,11,0.6,"Normal","None","Cute Charm","Normalize","Wonder Skin","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Skorupi",40,50,90,30,55,65,12,0.8,"Poison","Bug","Battle Armor","Keen Eye","Sniper","None",4,1,8,2,4,8,2,4,4,8,4,1,4,8,4,4,4,2
"Skrelp",50,60,60,60,60,30,7.3,0.5,"Poison","Water","Adaptability","Poison Point","Poison Touch","None",4,2,4,2,8,4,2,4,2,2,2,4,8,8,2,4,4,2
"Skuntank",103,93,67,71,61,84,38,1,"Poison","Dark","Aftermath","Keen Eye","Stench","None",4,4,4,2,8,4,4,2,4,4,4,2,4,0,4,4,2,4
"Slaking",150,160,100,95,65,100,130.5,2,"Normal","None","Truant","None","None","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Slakoth",60,60,60,35,35,30,24,0.8,"Normal","None","Truant","None","None","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Sliggoo",68,75,53,83,113,60,17.5,0.8,"Dragon","None","Gooey","Hydration","Sap Sipper","None",4,4,4,4,4,4,4,4,4,2,2,2,2,4,8,8,4,8
"Slowbro",95,75,110,100,80,30,78.5,1.6,"Water","Psychic","Oblivious","Own Tempo","Regenerator","None",4,2,4,4,4,4,8,8,2,2,2,8,8,2,2,4,8,4
"Slowking",95,75,80,100,110,30,79.5,2,"Water","Psychic","Oblivious","Own Tempo","Regenerator","None",4,2,4,4,4,4,8,8,2,2,2,8,8,2,2,4,8,4
"Slowpoke",90,65,65,40,40,15,36,1.2,"Water","Psychic","Oblivious","Own Tempo","Regenerator","None",4,2,4,4,4,4,8,8,2,2,2,8,8,2,2,4,8,4
"Slugma",40,40,40,70,40,20,35,0.7,"Fire","None","Flame Body","Magma Armor","Weak Armor","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Slurpuff",82,80,86,85,75,72,5,0.8,"Fairy","None","Sweet Veil","Unburden","None","None",4,2,4,8,4,4,2,4,8,4,4,4,4,4,4,0,2,4
"Smeargle",55,20,35,20,45,75,58,1.2,"Normal","None","Moody","Own Tempo","Technician","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Smoochum",45,30,15,85,65,65,6,0.4,"Ice","Psychic","Forewarn","Hydration","Oblivious","None",4,4,4,4,4,8,8,8,8,8,4,4,4,2,2,4,8,4
"Sneasel",55,95,55,35,75,115,28,0.9,"Dark","Ice","Inner Focus","Keen Eye","Pickpocket","None",4,16,4,4,4,8,8,2,8,8,4,4,4,0,2,4,2,8
"Snivy",45,45,55,45,55,63,8.1,0.6,"Grass","None","Contrary","Overgrow","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Snorlax",160,110,65,65,110,30,460,2.1,"Normal","None","Gluttony","Immunity","Thick Fat","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Snorunt",50,50,50,50,50,50,16.8,0.7,"Ice","None","Ice Body","Inner Focus","Moody","None",4,8,4,4,4,8,4,4,8,8,4,4,4,4,2,4,4,4
"Snover",60,62,50,62,60,40,50.5,1,"Grass","Ice","Snow Warning","Soundproof","None","None",4,8,8,8,2,8,8,4,8,16,2,2,2,4,4,4,4,4
"Snubbull",60,80,50,40,40,30,7.8,0.6,"Fairy","None","Intimidate","Rattled","Run Away","None",4,2,4,8,4,4,2,4,8,4,4,4,4,4,4,0,2,4
"Solgaleo",137,137,107,113,89,97,230,3.4,"Psychic","Steel","Full Metal Body","None","None","None",2,4,2,0,8,2,4,8,2,8,4,2,4,1,2,2,8,2
"Solosis",45,30,40,105,50,20,1,0.3,"Psychic","None","Magic Guard","Overcoat","Regenerator","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Solrock",90,95,85,55,65,70,154,1.2,"Rock","Psychic","Levitate","None","None","None",2,4,2,2,8,4,8,8,8,2,8,8,4,2,4,4,8,4
"Spearow",40,60,30,31,31,70,2,0.3,"Normal","Flying","Keen Eye","Sniper","None","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Spewpa",45,22,60,27,30,29,8.4,0.3,"Bug","None","Friend Guard","Shed Skin","None","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Spheal",70,40,50,55,50,25,39.5,0.8,"Ice","Water","Ice Body","Oblivious","Thick Fat","None",4,8,4,4,4,8,4,4,4,4,2,8,8,4,1,4,4,4
"Spinarak",40,60,40,40,40,30,8.5,0.5,"Bug","Poison","Insomnia","Sniper","Swarm","None",4,1,8,2,4,8,2,4,4,8,4,1,4,8,4,4,4,2
"Spinda",60,60,60,60,60,60,5,1.1,"Normal","None","Contrary","Own Tempo","Tangled Feet","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Spiritomb",50,92,108,92,108,35,108,1,"Ghost","Dark","Infiltrator","Pressure","None","None",0,0,4,2,4,4,4,4,4,4,4,4,4,0,4,4,4,8
"Spoink",60,25,35,70,80,60,30.6,0.7,"Psychic","None","Gluttony","Own Tempo","Thick Fat","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Spritzee",78,52,60,63,65,23,0.5,0.2,"Fairy","None","Aroma Veil","Healer","None","None",4,2,4,8,4,4,2,4,8,4,4,4,4,4,4,0,2,4
"Squirtle",44,48,65,50,64,43,9,0.5,"Water","None","Rain Dish","Torrent","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Stakataka",61,131,211,53,101,13,820,5.5,"Rock","Steel","Beast Boost","None","None","None",1,16,1,0,16,2,2,4,4,4,8,4,4,2,2,2,4,2
"Stantler",73,95,62,85,65,85,71.2,1.4,"Normal","None","Frisk","Intimidate","Sap Sipper","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Staraptor",85,120,70,50,60,100,24.9,1.2,"Normal","Flying","Intimidate","Reckless","None","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Staravia",55,75,50,40,40,80,15.5,0.6,"Normal","Flying","Intimidate","Reckless","None","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Starly",40,55,30,30,30,60,2,0.3,"Normal","Flying","Keen Eye","Reckless","None","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Starmie",60,75,85,100,85,115,80,1.1,"Water","Psychic","Analytic","Illuminate","Natural Cure","None",4,2,4,4,4,4,8,8,2,2,2,8,8,2,2,4,8,4
"Staryu",30,45,55,70,55,85,34.5,0.8,"Water","None","Analytic","Illuminate","Natural Cure","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Steelix",75,85,200,55,65,30,400,9.2,"Steel","Ground","Rock Head","Sheer Force","Sturdy","None",2,8,2,0,8,1,2,4,2,8,8,4,0,2,4,2,4,2
"Steenee",52,40,48,40,48,62,8.2,0.7,"Grass","None","Leaf Guard","Oblivious","Sweet Veil","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Stoutland",85,110,90,45,90,80,61,1.2,"Normal","None","Intimidate","Sand Rush","Scrappy","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Stufful",70,75,50,45,50,50,6.8,0.5,"Normal","Fighting","Cute Charm","Fluffy","Klutz","None",4,8,8,4,4,2,2,0,4,4,4,4,4,8,4,4,2,8
"Stunfisk",109,66,84,81,99,32,11,0.7,"Ground","Electric","Limber","Sand Veil","Static","None",4,4,2,2,8,2,4,4,2,4,8,8,0,4,8,4,4,4
"Stunky",63,63,47,41,41,74,19.2,0.4,"Poison","Dark","Aftermath","Keen Eye","Stench","None",4,4,4,2,8,4,4,2,4,4,4,2,4,0,4,4,2,4
"Sudowoodo",70,100,115,30,65,30,38,1.2,"Rock","None","Rattled","Rock Head","Sturdy","None",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
"Suicune",100,75,115,90,115,85,187,2,"Water","None","Inner Focus","Pressure","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Sunflora",75,75,55,105,85,30,8.5,0.8,"Grass","None","Chlorophyll","Early Bird","Solar Power","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Sunkern",30,30,30,30,30,30,1.8,0.3,"Grass","None","Chlorophyll","Early Bird","Solar Power","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Surskit",40,30,32,50,52,65,1.7,0.5,"Bug","Water","Rain Dish","Swift Swim","None","None",4,2,8,4,2,8,4,4,2,4,2,4,8,4,2,4,4,4
"Swablu",45,40,60,40,75,50,1.2,0.4,"Normal","Flying","Cloud Nine","Natural Cure","None","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Swadloon",55,63,90,50,80,42,7.3,0.5,"Bug","Grass","Chlorophyll","Leaf Guard","Overcoat","None",4,2,16,8,1,8,8,4,4,16,2,1,2,4,8,4,4,4
"Swalot",100,73,83,73,83,55,80,1.7,"Poison","None","Gluttony","Liquid Ooze","Sticky Hold","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Swampert",100,110,90,85,90,60,81.9,1.5,"Water","Ground","Damp","Torrent","None","None",4,4,4,2,4,2,4,4,2,2,4,16,0,4,4,4,4,4
"Swanna",75,87,63,87,63,98,24.2,1.3,"Water","Flying","Big Pecks","Hydration","Keen Eye","None",4,2,4,4,0,8,2,4,2,2,2,4,16,4,4,4,4,4
"Swellow",60,85,60,75,50,125,19.8,0.7,"Normal","Flying","Guts","Scrappy","None","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Swinub",50,50,40,30,30,50,6.5,0.4,"Ice","Ground","Oblivious","Snow Cloak","Thick Fat","None",4,8,4,2,4,4,4,4,8,8,8,8,0,4,4,4,4,4
"Swirlix",62,48,66,59,57,49,3.5,0.4,"Fairy","None","Sweet Veil","Unburden","None","None",4,2,4,8,4,4,2,4,8,4,4,4,4,4,4,0,2,4
"Swoobat",67,57,55,77,55,114,10.5,0.9,"Psychic","Flying","Klutz","Simple","Unaware","None",4,1,4,4,0,8,4,8,4,4,4,2,8,2,8,4,8,4
"Sylveon",95,65,65,110,130,60,23.5,1,"Fairy","None","Cute Charm","Pixilate","None","None",4,2,4,8,4,4,2,4,8,4,4,4,4,4,4,0,2,4
"Taillow",40,55,30,30,30,85,2.3,0.3,"Normal","Flying","Guts","Scrappy","None","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Talonflame",78,81,71,74,69,126,24.5,1.2,"Fire","Flying","Flame Body","Gale Wings","None","None",4,2,4,4,0,16,1,4,2,2,8,1,8,4,4,4,4,2
"Tangela",65,55,115,100,40,60,35,1,"Grass","None","Chlorophyll","Leaf Guard","Regenerator","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Tangrowth",100,100,125,110,50,50,128.6,2,"Grass","None","Chlorophyll","Leaf Guard","Regenerator","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Tapu Bulu",70,130,115,85,95,75,45.5,1.9,"Grass","Fairy","Grassy Surge","Telepathy","None","None",4,2,8,16,2,4,4,4,8,8,2,2,2,4,8,0,2,4
"Tapu Fini",70,75,115,95,130,85,21.2,1.3,"Water","Fairy","Misty Surge","Telepathy","None","None",4,2,4,8,4,4,2,4,4,2,2,8,8,4,2,0,2,4
"Tapu Koko",70,115,85,95,75,130,20.5,1.8,"Electric","Fairy","Electric Surge","Telepathy","None","None",4,2,2,8,8,4,2,4,4,4,4,4,2,4,4,0,2,4
"Tapu Lele",70,85,75,130,115,95,18.6,1.2,"Psychic","Fairy","Psychic Surge","Telepathy","None","None",4,1,4,8,4,4,4,8,8,4,4,4,4,2,4,0,4,4
"Tauros",75,100,95,40,70,110,88.4,1.4,"Normal","None","Anger Point","Intimidate","Sheer Force","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Teddiursa",60,80,50,50,50,40,8.8,0.6,"Normal","None","Honey Gather","Pickup","Quick Feet","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Tentacool",40,40,35,50,100,70,45.5,0.9,"Water","Poison","Clear Body","Liquid Ooze","Rain Dish","None",4,2,4,2,8,4,2,4,2,2,2,4,8,8,2,4,4,2
"Tentacruel",80,70,65,80,120,100,55,1.6,"Water","Poison","Clear Body","Liquid Ooze","Rain Dish","None",4,2,4,2,8,4,2,4,2,2,2,4,8,8,2,4,4,2
"Tepig",65,63,45,45,45,45,9.9,0.5,"Fire","None","Blaze","Thick Fat","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Terrakion",91,129,90,72,90,108,260,1.9,"Rock","Fighting","Justified","None","None","None",2,8,4,2,8,2,2,4,8,2,8,8,4,8,4,4,2,8
"Throh",120,100,85,30,85,45,55.5,1.3,"Fighting","None","Guts","Inner Focus","Mold Breaker","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
